"TIME","GEO","SEX","WSTATUS","UNIT","AGE","Value","Flag and Footnotes"
"2015","Spain","Females","Population","Percentage","From 18 to 24 years","16.1","p"
"2015","France","Total","Population","Percentage","From 18 to 24 years","9.2","p"
"2015","France","Males","Population","Percentage","From 18 to 24 years","10.2","p"
"2015","France","Females","Population","Percentage","From 18 to 24 years","8.3","p"
"2015","Croatia","Total","Population","Percentage","From 18 to 24 years","3.0","p"
"2015","Croatia","Males","Population","Percentage","From 18 to 24 years","4.0","pu"
"2015","Croatia","Females","Population","Percentage","From 18 to 24 years","2.0","pu"
"2015","Italy","Total","Population","Percentage","From 18 to 24 years","14.6","p"
"2015","Italy","Males","Population","Percentage","From 18 to 24 years","17.3","p"
"2015","Italy","Females","Population","Percentage","From 18 to 24 years","11.8","p"
"2015","Cyprus","Total","Population","Percentage","From 18 to 24 years","5.4","p"
"2015","Cyprus","Males","Population","Percentage","From 18 to 24 years","8.2","p"
"2015","Cyprus","Females","Population","Percentage","From 18 to 24 years","3.0","pu"
"2015","Latvia","Total","Population","Percentage","From 18 to 24 years","9.5","p"
"2015","Latvia","Males","Population","Percentage","From 18 to 24 years","13.0","p"
"2015","Latvia","Females","Population","Percentage","From 18 to 24 years","5.8","p"
"2015","Lithuania","Total","Population","Percentage","From 18 to 24 years","5.5","p"
"2015","Lithuania","Males","Population","Percentage","From 18 to 24 years","6.8","p"
"2015","Lithuania","Females","Population","Percentage","From 18 to 24 years","4.2","pu"
"2015","Luxembourg","Total","Population","Percentage","From 18 to 24 years","8.6","bp"
"2015","Luxembourg","Males","Population","Percentage","From 18 to 24 years","9.5","bp"
"2015","Luxembourg","Females","Population","Percentage","From 18 to 24 years","7.6","bp"
"2015","Hungary","Total","Population","Percentage","From 18 to 24 years","11.6","bp"
"2015","Hungary","Males","Population","Percentage","From 18 to 24 years","12.4","bp"
"2015","Hungary","Females","Population","Percentage","From 18 to 24 years","10.9","bp"
"2015","Malta","Total","Population","Percentage","From 18 to 24 years","20.1","p"
"2015","Malta","Males","Population","Percentage","From 18 to 24 years","23.1","p"
"2015","Malta","Females","Population","Percentage","From 18 to 24 years","16.9","p"
"2015","Netherlands","Total","Population","Percentage","From 18 to 24 years","8.3","p"
"2015","Netherlands","Males","Population","Percentage","From 18 to 24 years","10.1","p"
"2015","Netherlands","Females","Population","Percentage","From 18 to 24 years","6.5","p"
"2015","Austria","Total","Population","Percentage","From 18 to 24 years","7.3","p"
"2015","Austria","Males","Population","Percentage","From 18 to 24 years","7.7","p"
"2015","Austria","Females","Population","Percentage","From 18 to 24 years","7.0","p"
"2015","Poland","Total","Population","Percentage","From 18 to 24 years","5.3","p"
"2015","Poland","Males","Population","Percentage","From 18 to 24 years","7.1","p"
"2015","Poland","Females","Population","Percentage","From 18 to 24 years","3.2","p"
"2015","Portugal","Total","Population","Percentage","From 18 to 24 years","14.4","p"
"2015","Portugal","Males","Population","Percentage","From 18 to 24 years","17.3","p"
"2015","Portugal","Females","Population","Percentage","From 18 to 24 years","11.4","p"
"2015","Romania","Total","Population","Percentage","From 18 to 24 years","18.9","p"
"2015","Romania","Males","Population","Percentage","From 18 to 24 years","19.5","p"
"2015","Romania","Females","Population","Percentage","From 18 to 24 years","18.3","p"
"2015","Slovenia","Total","Population","Percentage","From 18 to 24 years","5.4","p"
"2015","Slovenia","Males","Population","Percentage","From 18 to 24 years","7.0","p"
"2015","Slovenia","Females","Population","Percentage","From 18 to 24 years","3.7","pu"
"2015","Slovakia","Total","Population","Percentage","From 18 to 24 years","7.1","p"
"2015","Slovakia","Males","Population","Percentage","From 18 to 24 years","7.2","p"
"2015","Slovakia","Females","Population","Percentage","From 18 to 24 years","7.0","p"
"2015","Finland","Total","Population","Percentage","From 18 to 24 years","9.3","p"
"2015","Finland","Males","Population","Percentage","From 18 to 24 years","10.9","p"
"2015","Finland","Females","Population","Percentage","From 18 to 24 years","7.8","p"
"2015","Sweden","Total","Population","Percentage","From 18 to 24 years","6.6","p"
"2015","Sweden","Males","Population","Percentage","From 18 to 24 years","7.2","p"
"2015","Sweden","Females","Population","Percentage","From 18 to 24 years","6.1","p"
"2015","United Kingdom","Total","Population","Percentage","From 18 to 24 years","11.0","p"
"2015","United Kingdom","Males","Population","Percentage","From 18 to 24 years","11.7","p"
"2015","United Kingdom","Females","Population","Percentage","From 18 to 24 years","10.2","p"
"2015","Iceland","Total","Population","Percentage","From 18 to 24 years","19.3","p"
"2015","Iceland","Males","Population","Percentage","From 18 to 24 years","25.5","p"
"2015","Iceland","Females","Population","Percentage","From 18 to 24 years","12.7","p"
"2015","Norway","Total","Population","Percentage","From 18 to 24 years","10.6","p"
"2015","Norway","Males","Population","Percentage","From 18 to 24 years","12.7","p"
"2015","Norway","Females","Population","Percentage","From 18 to 24 years","8.5","p"
"2015","Switzerland","Total","Population","Percentage","From 18 to 24 years","5.1","p"
"2015","Switzerland","Males","Population","Percentage","From 18 to 24 years","5.3","p"
"2015","Switzerland","Females","Population","Percentage","From 18 to 24 years","4.9","p"
"2015","Former Yugoslav Republic of Macedonia, the","Total","Population","Percentage","From 18 to 24 years","11.3","p"
"2015","Former Yugoslav Republic of Macedonia, the","Males","Population","Percentage","From 18 to 24 years","9.5","p"
"2015","Former Yugoslav Republic of Macedonia, the","Females","Population","Percentage","From 18 to 24 years","13.1","p"
"2015","Turkey","Total","Population","Percentage","From 18 to 24 years","36.6","p"
"2015","Turkey","Males","Population","Percentage","From 18 to 24 years","35.1","p"
"2015","Turkey","Females","Population","Percentage","From 18 to 24 years","38.2","p"
